tipnames,sequence_accession,sequence_isolate,nuts0_name,nuts0_id,nuts1_name,nuts1_id,nuts2_name,nuts2_id,nuts3_name,nuts3_id,date_ymd,date_dec,date_ym,date_y,host_class,host_order,host_family,host_sciname,host_commonname,organization,collection_location,tissue_specimen_source,biosample,bioproject,date_format,geocode_coords,eurostat_polygon,location_precision,sequence_start,sequence_end,sequence_length,sequence_ambig,generegion_NS5,generegion_env,generegion_nflg,lineage,sublineage,drop_fli,is_europe
PQ039628|115|regulus_regulus|PL|2023-10-23,PQ039628,115,Polska,PL,Makroregion północno-zachodni,PL4,Zachodniopomorskie,PL42,Szczecinecko-pyrzycki,PL427,2023-10-23,2023.80821917808,2023-10,2023,Aves,passeriformes,regulidae,regulus regulus,goldcrest,"National Veterinary Research Institute, Department of Poultry Diseases","poland: bukowo, west-pomeranian voivodeship",NA,NA,NA,dd-mm-yyyy,"c(16.2007745, 53.0997614)",937,exact,9094,9587,493,0,0,0,0,Africa 2,NA,FALSE,1
PQ039629|1141|regulus_regulus|PL|2023-10-22,PQ039629,114.1,Polska,PL,Makroregion północno-zachodni,PL4,Zachodniopomorskie,PL42,Szczecinecko-pyrzycki,PL427,2023-10-22,2023.80547945205,2023-10,2023,Aves,passeriformes,regulidae,regulus regulus,goldcrest,"National Veterinary Research Institute, Department of Poultry Diseases","poland: bukowo, west-pomeranian voivodeship",brain,NA,NA,dd-mm-yyyy,"c(16.2007745, 53.0997614)",937,exact,9094,9587,493,0,0,0,0,Africa 2,NA,FALSE,1
PQ039630|1552|regulus_regulus|PL|2023-11-05,PQ039630,155.2,Polska,PL,Makroregion północny,PL6,Pomorskie,PL63,Gdański,PL634,2023-11-05,2023.84383561644,2023-11,2023,Aves,passeriformes,regulidae,regulus regulus,goldcrest,"National Veterinary Research Institute, Department of Poultry Diseases","poland: krynica morska, pomeranian voivodeship",NA,NA,NA,dd-mm-yyyy,"c(19.4437701, 54.3799582)",956,exact,9094,9587,493,0,0,0,0,Africa 2,NA,FALSE,1
PQ039631|EJ|garrulus_glandarius|PL|2023-11-21,PQ039631,EJ,Polska,PL,Makroregion północny,PL6,Kujawsko-pomorskie,PL61,Bydgosko-toruński,PL613,2023-11-21,2023.88767123288,2023-11,2023,Aves,passeriformes,corvidae,garrulus glandarius,eurasian jay,"National Veterinary Research Institute, Department of Poultry Diseases","poland: bydgoszcz, kuyavian-pomeranian voivodeship",brain,NA,NA,dd-mm-yyyy,"c(18.0084378, 53.1234804)",948,exact,9094,9587,493,0,0,0,0,Africa 2,NA,FALSE,1
PQ039632|WW|motacilla_alba|PL|2023-08-12,PQ039632,WW,Polska,PL,Makroregion województwo mazowieckie,PL9,Warszawski stołeczny,PL91,Warszawski zachodni,PL913,2023-08-12,2023.61095890411,2023-08,2023,Aves,passeriformes,motacillidae,motacilla alba,white wagtail,"National Veterinary Research Institute, Department of Poultry Diseases","poland: gora kalwaria, masovian voivodeship",NA,NA,NA,dd-mm-yyyy,"c(21.215337, 51.976466)",981,exact,9094,9587,493,0,0,0,0,Africa 2,NA,FALSE,1
PQ039633|EB-3|sylvia_atricapilla|PL|2023-08-17,PQ039633,EB-3,Polska,PL,Makroregion województwo mazowieckie,PL9,Warszawski stołeczny,PL91,Warszawski zachodni,PL913,2023-08-17,2023.62465753425,2023-08,2023,Aves,passeriformes,sylviidae,sylvia atricapilla,eurasian blackcap,"National Veterinary Research Institute, Department of Poultry Diseases","poland: gora kalwaria, masovian voivodeship",brain,NA,NA,dd-mm-yyyy,"c(21.215337, 51.976466)",981,exact,9094,9587,493,0,0,0,0,Africa 2,NA,FALSE,1
PQ039634|113|regulus_regulus|PL|2023-10-18,PQ039634,113,Polska,PL,Makroregion północno-zachodni,PL4,Zachodniopomorskie,PL42,Szczecinecko-pyrzycki,PL427,2023-10-18,2023.79452054795,2023-10,2023,Aves,passeriformes,regulidae,regulus regulus,goldcrest,"National Veterinary Research Institute, Department of Poultry Diseases","poland: bukowo, west-pomeranian voivodeship",brain,NA,NA,dd-mm-yyyy,"c(16.2007745, 53.0997614)",937,exact,9094,9587,493,0,0,0,0,Africa 2,NA,FALSE,1
PQ039635|1091|regulus_regulus|PL|2023-10-17,PQ039635,109.1,Polska,PL,Makroregion północno-zachodni,PL4,Zachodniopomorskie,PL42,Szczecinecko-pyrzycki,PL427,2023-10-17,2023.79178082192,2023-10,2023,Aves,passeriformes,regulidae,regulus regulus,goldcrest,"National Veterinary Research Institute, Department of Poultry Diseases","poland: bukowo, west-pomeranian voivodeship",brain,NA,NA,dd-mm-yyyy,"c(16.2007745, 53.0997614)",937,exact,9094,9587,493,0,0,0,0,Africa 2,NA,FALSE,1
PQ039636|MB286-23_s5|anas_platyrhynchos|PL|2023-07-25,PQ039636,MB286-23_s5,Polska,PL,Makroregion wschodni,PL8,Lubelskie,PL81,Puławski,PL815,2023-07-25,2023.56164383562,2023-07,2023,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,"National Veterinary Research Institute, Department of Poultry Diseases","poland: janow lubelski, lublin voivodeship",brain,NA,NA,dd-mm-yyyy,"c(22.41078, 50.70669)",971,exact,9094,9587,493,0,0,0,0,Africa 2,NA,FALSE,1
PQ039637|MB286-23_s3|anas_platyrhynchos|PL|2023-07-25,PQ039637,MB286-23_s3,Polska,PL,Makroregion wschodni,PL8,Lubelskie,PL81,Puławski,PL815,2023-07-25,2023.56164383562,2023-07,2023,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,"National Veterinary Research Institute, Department of Poultry Diseases","poland: janow lubelski, lublin voivodeship",brain,NA,NA,dd-mm-yyyy,"c(22.41078, 50.70669)",971,exact,9094,9587,493,0,0,0,0,Africa 2,NA,FALSE,1
PQ039638|MB285-23|cygnus_olor|PL|2023-07-25,PQ039638,MB285-23,Polska,PL,Makroregion wschodni,PL8,Podlaskie,PL84,Suwalski,PL843,2023-07-25,2023.56164383562,2023-07,2023,Aves,anseriformes,anatidae,cygnus olor,mute swan,"National Veterinary Research Institute, Department of Poultry Diseases","poland: augustow, podlaskie voivodeship","brain, abdominal cavity",NA,NA,dd-mm-yyyy,"c(22.9796023, 53.8434431)",978,exact,9094,9587,493,0,0,0,0,Africa 2,NA,FALSE,1
PQ039639|MB282-23_s4|anas_platyrhynchos|PL|2023-07-21,PQ039639,MB282-23_s4,Polska,PL,Makroregion południowy,PL2,Śląskie,PL22,Tyski,PL22C,2023-07-21,2023.55068493151,2023-07,2023,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,"National Veterinary Research Institute, Department of Poultry Diseases","poland: tychy, silesian voivodeship","brain, abdominal cavity",NA,NA,dd-mm-yyyy,"c(19.0200022, 50.1218007)",928,exact,9094,9587,493,0,0,0,0,Africa 2,NA,FALSE,1
PQ039640|MB282-23_s1|anas_platyrhynchos|PL|2023-07-21,PQ039640,MB282-23_s1,Polska,PL,Makroregion południowy,PL2,Śląskie,PL22,Tyski,PL22C,2023-07-21,2023.55068493151,2023-07,2023,Aves,anseriformes,anatidae,anas platyrhynchos,mallard,"National Veterinary Research Institute, Department of Poultry Diseases","poland: tychy, silesian voivodeship","brain, abdominal cavity",NA,NA,dd-mm-yyyy,"c(19.0200022, 50.1218007)",928,exact,9094,9587,493,0,0,0,0,Africa 2,NA,FALSE,1
PQ039643|MB294-23|falco_subbuteo|PL|2023-10-12,PQ039643,MB294-23,Polska,PL,Makroregion północno-zachodni,PL4,Lubuskie,PL43,Gorzowski,PL431,2023-10-12,2023.77808219178,2023-10,2023,Aves,falconiformes,falconidae,falco subbuteo,eurasian hobby,"National Veterinary Research Institute, Department of Poultry Diseases","poland: gorzow wielkopolski, lubuskie voivodeship",brain,NA,NA,dd-mm-yyyy,"c(15.2369305, 52.7325285)",939,exact,9094,9563,469,0,0,0,0,Africa 2,NA,FALSE,1
PQ039644|123|sylvia_atricapilla|PL|2023-09-10,PQ039644,123,Polska,PL,Makroregion północno-zachodni,PL4,Zachodniopomorskie,PL42,Szczecinecko-pyrzycki,PL427,2023-09-10,2023.6904109589,2023-09,2023,Aves,passeriformes,sylviidae,sylvia atricapilla,eurasian blackcap,"National Veterinary Research Institute, Department of Poultry Diseases","poland: bukowo, west-pomeranian voivodeship",brain,NA,NA,dd-mm-yyyy,"c(16.2007745, 53.0997614)",937,exact,9094,9587,493,0,0,0,0,Africa 2,NA,FALSE,1
PQ039645|1383|acanthis_flammea|PL|2023-11-09,PQ039645,138.3,Polska,PL,Makroregion północny,PL6,Pomorskie,PL63,Gdański,PL634,2023-11-09,2023.85479452055,2023-11,2023,Aves,passeriformes,fringillidae,acanthis flammea,common redpoll,"National Veterinary Research Institute, Department of Poultry Diseases","poland: krynica morska, pomeranian voivodeship",brain,NA,NA,dd-mm-yyyy,"c(19.4437701, 54.3799582)",956,exact,9094,9587,493,0,0,0,0,Africa 2,NA,FALSE,1
PQ039646|1182|regulus_regulus|PL|2023-10-29,PQ039646,118.2,Polska,PL,Makroregion północno-zachodni,PL4,Zachodniopomorskie,PL42,Szczecinecko-pyrzycki,PL427,2023-10-29,2023.82465753425,2023-10,2023,Aves,passeriformes,regulidae,regulus regulus,goldcrest,"National Veterinary Research Institute, Department of Poultry Diseases","poland: bukowo, west-pomeranian voivodeship",brain,NA,NA,dd-mm-yyyy,"c(16.2007745, 53.0997614)",937,exact,9094,9587,493,0,0,0,0,Africa 2,NA,FALSE,1
PP354988|NA|strix_nebulosa|SI|2022-08-30,PP354988,NA,Slovenija,SI,Slovenija,SI0,Zahodna Slovenija,SI04,Osrednjeslovenska,SI041,2022-08-30,2022.6602739726,2022-08,2022,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,"Veterinary Faculty, University of Ljubljana, Institute for Poultry, Birds, Small Mammals and Reptiles",ljubljana zoo,NA,NA,NA,dd-mm-yyyy,"c(14.4720881, 46.0527405)",1232,exact,10079,10304,225,0,0,0,0,NA,NA,FALSE,1
NA|23pool1280_23RS1633-583|culex_pipiens|IT|2023-07-05,NA,23pool1280_23RS1633-583,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Padova,ITH36,2023-07-05,2023.50684931507,2023-07,2023,insecta,diptera,culicidae,culex pipiens,culex pipiens,NA,"selvazzano dentro, padua",NA,NA,NA,dd-mm-yyyy,"c(11.7915896, 45.387051)",647,exact,1,10304,10303,0,1,1,1,NA,NA,FALSE,1
NA|23pool1744_23RS1822-82|culex_pipiens|IT|2023-08-03,NA,23pool1744_23RS1822-82,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Treviso,ITH34,2023-08-03,2023.58630136986,2023-08,2023,insecta,diptera,culicidae,culex pipiens,culex pipiens,NA,"riese pio x, treviso",NA,NA,NA,dd-mm-yyyy,"c(11.9145706, 45.7289954)",645,exact,2856,10304,7448,0,1,0,0,NA,NA,FALSE,1
NA|23VIR9300|turdus_merula|IT|2023-10-01,NA,23VIR9300,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Verona,ITH31,2023-10-01,2023.74794520548,2023-10,2023,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,"sant'ambrogio di valpolicella, verona",NA,NA,NA,dd-mm-yyyy,"c(10.8379705, 45.5215467)",642,exact,1,10304,10303,0,1,1,1,NA,NA,FALSE,1
NA|23VIR8795|turdus_merula|IT|2023-08-23,NA,23VIR8795,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Venezia,ITH35,2023-08-23,2023.64109589041,2023-08,2023,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,"meolo, venice",NA,NA,NA,dd-mm-yyyy,"c(12.4542146, 45.6179681)",646,exact,1,10304,10303,0,1,1,1,NA,NA,FALSE,1
NA|23pool1901_23RS1909-300|culex_pipiens|IT|2023-08-16,NA,23pool1901_23RS1909-300,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Venezia,ITH35,2023-08-16,2023.62191780822,2023-08,2023,insecta,diptera,culicidae,culex pipiens,culex pipiens,NA,"campagna lupia, venice",NA,NA,NA,dd-mm-yyyy,"c(12.0993234, 45.3523478)",646,exact,1,10304,10303,0,1,1,1,NA,NA,FALSE,1
NA|23pool2067_23RS1943-143|culex_pipiens|IT|2023-08-24,NA,23pool2067_23RS1943-143,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Verona,ITH31,2023-08-24,2023.64383561644,2023-08,2023,insecta,diptera,culicidae,culex pipiens,culex pipiens,NA,"oppeano, verona",NA,NA,NA,dd-mm-yyyy,"c(11.1784153, 45.3044219)",642,exact,1,10304,10303,0,1,1,1,NA,NA,FALSE,1
NA|23pool2138_23RS2497-1|culex_pipiens|IT|2023-11-13,NA,23pool2138_23RS2497-1,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Vicenza,ITH32,2023-11-13,2023.86575342466,2023-11,2023,insecta,diptera,culicidae,culex pipiens,culex pipiens,NA,"barbarano mossano, vicenza",NA,NA,NA,dd-mm-yyyy,"c(11.5755758, 45.3920141)",643,exact,1,10304,10303,0,1,1,1,NA,NA,FALSE,1
NA|23VIR8708|columbidae_sp|IT|2023-09-01,NA,23VIR8708,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Padova,ITH36,2023-09-01,2023.66575342466,2023-09,2023,Aves,columbiformes,columbidae,columbidae sp.,pigeon/dove sp.,NA,"ponte san nicolò, padua",NA,NA,NA,dd-mm-yyyy,"c(11.9204803, 45.3705187)",647,exact,1,10304,10303,0,1,1,1,NA,NA,FALSE,1
MN395372|NA|turdus_merula|CZ|NA,MN395372,NA,Česko,CZ,Česko,CZ0,Jihovýchod,CZ06,Jihomoravský kraj,CZ064,NA,NA,NA,NA,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Biology Centre of the Czech Academy of Sciences, Institute of Parasitology",czech republic: brno,brain,NA,NA,missing,"c(16.6068371, 49.1950602)",105,exact,469,2378,1909,0,0,1,0,NA,NA,FALSE,1
ON813220|SN2016_286066|culex_neavei|SN|2016,ON813220,SN2016 286066,Senegal,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,insecta,diptera,culicidae,culex neavei,culex neavei,"Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases",senegal: barkedji region,NA,NA,NA,yyyy,"c(-14.8673531, 15.2773856)",NA,exact,244,10304,10060,0.021570576540755466,1,1,1,NA,NA,FALSE,0
ON813221|SN2016_288129|culex_neavei|SN|2016,ON813221,SN2016 288129,Senegal,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,insecta,diptera,culicidae,culex neavei,culex neavei,"Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases",senegal: barkedji region,NA,NA,NA,yyyy,"c(-14.8673531, 15.2773856)",NA,exact,253,10304,10051,0,1,1,1,NA,NA,FALSE,0
ON813222|SN2016_288158|culex_neavei|SN|2016,ON813222,SN2016 288158,Senegal,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,insecta,diptera,culicidae,culex neavei,culex neavei,"Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases",senegal: barkedji region,NA,NA,NA,yyyy,"c(-14.8673531, 15.2773856)",NA,exact,253,10304,10051,0,1,1,1,NA,NA,FALSE,0
ON813223|SN2016_286125|culex_neavei|SN|2016,ON813223,SN2016 286125,Senegal,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,insecta,diptera,culicidae,culex neavei,culex neavei,"Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases",senegal: barkedji region,NA,NA,NA,yyyy,"c(-14.8673531, 15.2773856)",NA,exact,247,10304,10057,0.021079844884160287,1,1,1,NA,NA,FALSE,0
ON813224|SN2016_286099|culex_poicilipes|SN|2016,ON813224,SN2016 286099,Senegal,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,insecta,diptera,culicidae,culex poicilipes,culex poicilipes,"Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases",senegal: barkedji region,NA,NA,NA,yyyy,"c(-14.8673531, 15.2773856)",NA,exact,244,10304,10060,0.01749502982107356,1,1,1,NA,NA,FALSE,0
ON813225|SN2013_260237|culex_neavei|SN|2013,ON813225,SN2013 260237,Senegal,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,insecta,diptera,culicidae,culex neavei,culex neavei,"Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases",senegal: barkedji region,NA,NA,NA,yyyy,"c(-14.8673531, 15.2773856)",NA,exact,239,10304,10065,0,1,1,1,NA,NA,FALSE,0
ON813226|SN2005_173459|culex_neavei|SN|2005,ON813226,SN2005 173459,Senegal,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,insecta,diptera,culicidae,culex neavei,culex neavei,"Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases",senegal: barkedji region,NA,NA,NA,yyyy,"c(-14.8673531, 15.2773856)",NA,exact,151,10304,10153,0,1,1,1,NA,NA,FALSE,0
ON813227|SN2005_ArD_171185|culex_neavei|SN|2005,ON813227,SN2005 ArD 171185,Senegal,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,insecta,diptera,culicidae,culex neavei,culex neavei,"Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases",senegal: barkedji region,NA,NA,NA,yyyy,"c(-14.8673531, 15.2773856)",NA,exact,1,10304,10303,6.794137629816559e-4,1,1,1,NA,NA,FALSE,0
ON813228|SN2005_ArD_173775|culex_neavei|SN|2005,ON813228,SN2005 ArD 173775,Senegal,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,insecta,diptera,culicidae,culex neavei,culex neavei,"Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases",senegal: barkedji region,NA,NA,NA,yyyy,"c(-14.8673531, 15.2773856)",NA,exact,1,10304,10303,0,1,1,1,NA,NA,FALSE,0
ON813229|SN2005_ArD_173133|culex_neavei|SN|2005,ON813229,SN2005 ArD 173133,Senegal,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,insecta,diptera,culicidae,culex neavei,culex neavei,"Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases",senegal: barkedji region,NA,NA,NA,yyyy,"c(-14.8673531, 15.2773856)",NA,exact,40,10304,10264,0,1,1,1,NA,NA,FALSE,0
ON838179|NA|culex_pipiens|ES|2020,ON838179,NA,España,ES,Centro (ES),ES4,Extremadura,ES43,Badajoz,ES431,NA,NA,NA,2020,insecta,diptera,culicidae,culex pipiens,culex pipiens,"Instituto de Salud Carlos III, National Center of Microbiology","badajoz, rincón de caya",NA,NA,NA,yyyy,"c(-7.0110514, 38.8706876)",314,exact,8972,9999,1027,0,0,0,0,NA,NA,FALSE,1
MZ754004|USUV-ED-I-82/19|strix_nebulosa|DE|2019,MZ754004,USUV-ED-I-82/19,Deutschland,DE,Saarland,DEC,Saarland,DEC0,Regionalverband Saarbrücken,DEC01,NA,NA,NA,2019,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,"Friedrich-Loeffler-Institut, INNT",zoo saarbrücken (sl),NA,NA,NA,yyyy,"c(7.0382776, 49.2286662)",139,exact,1004,2062,1058,0,0,1,0,Africa 3,NA,TRUE,1
MZ754005|USUV-ED-I-121/19_Nr1|strix_nebulosa|DE|2019,MZ754005,USUV-ED-I-121/19 Nr.1,Deutschland,DE,Niedersachsen,DE9,Braunschweig,DE91,"Braunschweig, Kreisfreie Stadt",DE911,NA,NA,NA,2019,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,"Friedrich-Loeffler-Institut, INNT",zoo braunschweig (ni),NA,NA,NA,yyyy,"c(10.5146928, 52.2233462)",127,exact,875,2206,1331,0,0,1,0,Africa 3,NA,TRUE,1
MZ754006|USUV-ED-I-171/19|strix_nebulosa|DE|2019,MZ754006,USUV-ED-I-171/19,Deutschland,DE,Brandenburg,DE4,Brandenburg,DE40,"Cottbus, Kreisfreie Stadt",DE402,NA,NA,NA,2019,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,"Friedrich-Loeffler-Institut, INNT",cottbus-willmersdorf (bb),NA,NA,NA,yyyy,"c(14.3822394, 51.8144011)",120,exact,875,2206,1331,0,0,1,0,Europe 2,NA,TRUE,1
MZ754007|USUV-ED-I-44/20|strix_nebulosa|DE|2019,MZ754007,USUV-ED-I-44/20,Deutschland,DE,Bayern,DE2,Niederbayern,DE22,"Passau, Landkreis",DE228,NA,NA,NA,2019,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,"Friedrich-Loeffler-Institut, INNT",kirchham/passau (by),NA,NA,NA,yyyy,"c(13.2675984, 48.346549)",113,exact,875,2193,1318,0,0,1,0,Africa 3,NA,TRUE,1
MZ754008|USUV-M_2349|strix_nebulosa|DE|2019,MZ754008,USUV-M 2349,Deutschland,DE,Saarland,DEC,Saarland,DEC0,Neunkirchen,DEC03,NA,NA,NA,2019,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,"Friedrich-Loeffler-Institut, INNT",neunkirchen saarland (sl),NA,NA,NA,yyyy,"c(7.1780408, 49.348932)",139,exact,875,2182,1307,0,0,1,0,Europe 3,NA,TRUE,1
MZ754009|USUV-19_51217-UGF198|strix_nebulosa|DE|2019,MZ754009,USUV-19 51217-UGF198,Deutschland,DE,Brandenburg,DE4,Brandenburg,DE40,Oder-Spree,DE40C,NA,NA,NA,2019,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,"Friedrich-Loeffler-Institut, INNT",fürstenwalde (bb),NA,NA,NA,yyyy,"c(14.0608844, 52.3712866)",120,exact,1004,2017,1013,0,0,1,0,Africa 3,NA,TRUE,1
