cluster,label
C,NA|AS20221994|passer_domesticus|NL|2022-09-19
C,NA|22TV3780|turdus_merula|NL|2022-09-11
C,NA|AS20221928|turdus_merula|NL|2022-09-25
C,NA|AS20221875|turdus_merula|NL|2022-09-11
C,NA|AS20221880|turdus_merula|NL|2022-09-12
C,NA|AS20221958|turdus_merula|NL|2022-09-25
C,NA|AS20190579|prunella_modularis|NL|2019-09-19
C,NA|AS20200605|turdus_merula|NL|2020-08-22
C,PV235993|USUV/NL/2019/CMV442|culex_sp|NL|2019-08-22
C,NA|AS20221942|turdus_merula|NL|2022-09-20
C,NA|22B00749|turdidae_sp|NL|2022-09-21
C,OM202464|Greater_London_2021|turdus_merula|UK|2021-09
C,NA|Blackbird_London_2022_b|turdus_merula|UK|2022-09
C,MW001216|NA|turdus_merula|UK|2020-07
C,NA|Blackbird_Cambridgeshire_2023_a|turdus_merula|UK|2023-08
C,NA|Blackbird_London_2022_a|turdus_merula|UK|2022-09
C,ON755216|Turdusmerula14_feather_WLC_Day0|turdus_merula|NL|2016
C,NA|AS201800175|turdus_merula|NL|2018-08-22
C,NA|16TV1045|turdus_merula|NL|2017-08-02
C,ON755219|Turdusmerula18_feather_WLC_Day0|turdus_merula|NL|2016
C,MN122220|AS201800087|turdus_merula|NL|2018-08-01
C,MN122245|AS201800125|turdus_merula|NL|2018-08-22
C,NA|AS201700148|strix_nebulosa|NL|2017-07-31
C,MN122233|AS201800102|turdus_merula|NL|2018-08-09
C,MN122244|AS201800123|turdus_merula|NL|2018-08-21
C,NA|18TV1221|turdus_merula|NL|2018-10-13
C,MN122246|AS201800126|turdus_merula|NL|2018-08-22
C,KY426761|NA|turdus_merula|DE|2016-09-04
C,KM659877|NA|turdus_merula|DE|2014-09-11
C,KY426765|NA|turdus_merula|DE|2016-09-30
C,MN122151|AS201600057|turdus_merula|NL|2016-09-08
C,MN122182|AS201600280|turdus_merula|NL|2016-09-26
C,NA|AS20221660|turdus_merula|NL|2022-08-08
C,ON755217|Turdusmerula15_feather_WLC_Day0|turdus_merula|NL|2016
C,MN122231|AS201800100|turdus_merula|NL|2018-08-07
C,MN122232|AS201800101|turdus_merula|NL|2018-08-07
C,NA|AS201700173|strix_nebulosa|NL|2017-08-25
C,MN122252|AS201800152|turdus_merula|NL|2018-08-30
C,MN122149|AS201600048|turdus_merula|NL|2016-09-07
C,NA|AS201700198|strix_nebulosa|NL|2017-09-05
C,OP921081|16TV1131_Ixodesricinus_6|ixodes_ricinus|NL|2016-10-16
C,NA|17TV1510|turdus_merula|NL|2018-10-06
C,MN122197|AS201700106|turdus_merula|NL|2017-07-25
C,MN122222|AS201800089|turdus_merula|NL|2018-08-02
C,MN122217|AS201800082|turdus_merula|NL|2018-07-27
C,MN122223|AS201800090|turdus_merula|NL|2018-08-02
C,NA|AS20200561|turdus_merula|NL|2020-09-27
C,MN122225|AS201800092|turdus_merula|NL|2018-08-02
C,MN122226|AS201800093|turdus_merula|NL|2018-08-03
C,MN122216|AS201800081|turdus_merula|NL|2018-07-27
C,MN122160|AS201600110|turdus_merula|NL|2016-09-22
C,NA|AS20190450|turdus_merula|NL|2019-09-03
C,MN122161|AS201600115|turdus_merula|NL|2016-09-22
C,NA|AS20221828|turdus_merula|NL|2022-08-26
C,MN122251|AS201800151|turdus_merula|NL|2018-08-30
C,MN122184|AS201600283|turdus_merula|NL|2016-09-27
C,KY128482|Snebulosa-6004/NL/2016|strix_nebulosa|NL|2016-09
C,MN122153|AS201600062|turdus_merula|NL|2016-09-13
C,MN122193|AS201700087|turdus_merula|NL|2017-07-11
C,MN122228|AS201800095|turdus_merula|NL|2018-08-06
C,NA|AS20222401|turdus_merula|NL|2022-11-10
C,MN122247|AS201800127|turdus_merula|NL|2018-08-22
C,MN122195|AS201700096|turdus_merula|NL|2017-07-14
C,NA|AS20210829|turdus_merula|NL|2021-09-19
C,NA|AS20190494|turdus_merula|NL|2019-08-28
C,NA|19TV0102|passer_domesticus|NL|2019-04-24
C,MN122256|AS201800157|turdus_merula|NL|2018-09-04
C,NA|18TV0252|turdus_merula|NL|2018-10-31
C,MN122202|AS201700124|turdus_merula|NL|2017-08-01
C,MN122208|AS201700170|turdus_merula|NL|2017-08-25
C,MN122241|AS201800120|turdus_merula|NL|2018-08-17
C,MN122221|AS201800088|turdus_merula|NL|2018-08-01
C,MN122165|AS201600127|turdus_merula|NL|2016-09-23
C,MN122239|AS201800116|turdus_merula|NL|2018-08-16
C,ON755210|Turdusmerula17_feather_WLC_Day43|turdus_merula|NL|2016
C,MN122199|AS201700112|turdus_merula|NL|2017-07-27
C,MN122209|AS201700174|turdus_merula|NL|2017-08-29
C,MN122242|AS201800121|turdus_merula|NL|2018-08-17
C,MN122253|AS201800154|turdus_merula|NL|2018-08-31
C,NA|AS20190716|copsychus_malabaricus|NL|2019-10-07
C,MK230891|Seraing/2017|turdus_merula|BE|2017-08
C,MN122159|AS201600107|turdus_merula|NL|2016-09-22
C,MN122191|AS201700084|turdus_merula|NL|2017-07-05
C,MN122255|AS201800156|turdus_merula|NL|2018-08-31
C,NA|AS20221789|turdus_merula|NL|2022-08-24
C,NA|22TV2594|cyanistes_caeruleus|NL|2022-08-24
C,OP921078|18TV0973_Turdusphilomelos|turdidae_sp|NL|2018-08-18
C,MN122168|AS201600148|turdus_merula|NL|2016-09-23
C,ON755222|Turdusmerula13_feather_3W2L_Day43|turdus_merula|NL|2016
C,OP007489|WBVR_bird-X-2016|strix_nebulosa|NL|2016-09-09
C,NA|AS201600067|strix_nebulosa|NL|2016-09-09
C,NA|AS201600269|strix_nebulosa|NL|2016-09-25
C,NA|18TV1517|turdus_merula|NL|2018-10-11
C,MN122237|AS201800114|turdus_merula|NL|2018-08-15
C,MN122194|AS201700090|turdus_merula|NL|2017-07-13
C,MN122218|AS201800084|turdus_merula|NL|2018-07-31
C,MN122234|AS201800103|turdus_merula|NL|2018-08-10
C,PV235994|USUV/NL/2021/CMV2045|culex_sp|NL|2021-07-26
C,MN122155|AS201600095|turdus_merula|NL|2016-09-21
C,NA|AS201600289_BEC009|strix_nebulosa|NL|2016
C,MN122183|AS201600281|turdus_merula|NL|2016-09-25
C,MN122204|AS201700130|turdus_merula|NL|2017-08-16
C,MN122200|AS201700118|turdus_merula|NL|2017-08-03
C,KY426754|NA|turdus_merula|DE|2015-09-09
C,KY426764|NA|turdus_merula|DE|2016-10-04
C,MN122146|AS201600036|turdus_merula|NL|2016-09-06
C,NA|AS201700142|strix_nebulosa|NL|2017-08-09
C,MN122248|AS201800128|turdus_merula|NL|2018-08-22
C,KY426757|NA|turdus_merula|DE|2016-09-23
C,MN122167|AS201600136|turdus_merula|NL|2016-09-23
C,NA|18TV1196|turdidae_sp|NL|2018-09-16
C,MN122210|AS201700177|turdus_merula|NL|2017-09-15
C,MN122250|AS201800150|turdus_merula|NL|2018-08-30
C,NA|AS20221780|turdus_merula|NL|2022-08-26
C,MN122157|AS201600101|turdus_merula|NL|2016-09-22
C,MN122212|AS201700189|turdus_merula|NL|2017-09-14
C,NA|AS20221851|turdus_merula|NL|2022-09-03
C,NA|21TV5071|turdus_merula|NL|2022-07-29
C,MN122178|AS201600265|turdus_merula|NL|2016-09-30
C,KY263625|NA|turdus_merula|BE|2016-10
D,PQ677887|Ar2|alectoris_rufa|PT|2023-11-05
D,ON755212|Turdusmerula20_feather_WLC_Day43|turdus_merula|NL|2016
D,PP482815|AeDet2-batch3_Nansouty_2023-08-18|culex_sp|FR|2023-08-18
D,MT863562|HauteVienne4997/France/2018|turdus_merula|FR|2018-07-24
D,KY294723|S-1238|turdus_merula|DE|2016
D,KY294722|S-1232|turdus_merula|DE|2016
D,KY199557|NA|turdus_merula|DE|2016
D,MN122238|AS201800115|turdus_merula|NL|2018-08-15
D,MK419834|USU-BE-Scoter/2018|melanitta_nigra|BE|2018-08
D,OU674388|NA|turdus_merula|LU|2020-09
E,KX816653|206795-3/2012|culex_pipiens|IT|2012-09
E,KU573073|229615-1/2013|culex_pipiens|IT|2013
E,KX816646|200092/2010|turdus_merula|IT|2010-08
E,KX555629|NA|turdus_merula|IT|2015
F,KY426760|NA|turdus_merula|DE|2016-09-29
F,KY128481|Snebulosa-7890/Fra/2016|strix_nebulosa|FR|2016-09-22
F,KJ438780|NA|turdus_merula|DE|2011-09-14
F,KJ438781|NA|turdus_merula|DE|2011-09-26
G,KX977447|NA|turdus_merula|BE|2016-09
G,MN122192|AS201700086|turdus_merula|NL|2017-07-11
G,MN122174|AS201600241|turdus_merula|NL|2016-09-27
G,MN122188|AS201700024|turdus_merula|NL|2017-04-11
G,MN122189|AS201700077|turdus_merula|NL|2017-07-03
G,KY426755|NA|turdus_merula|DE|2016-09-19
G,MN122158|AS201600104|turdus_merula|NL|2016-09-22
G,OP555958|NA|turdus_merula|BE|2017-08-07
G,MK230890|Villers/2017|turdus_merula|BE|2017-08
G,NA|17TV1446|turdus_merula|NL|2017-09-07
G,MN122235|AS201800112|turdus_merula|NL|2018-08-14
G,MN122177|AS201600253|turdus_merula|NL|2016-09-27
G,KY426756|NA|turdus_merula|DE|2016-09-23
G,MN122152|AS201600060|turdus_merula|NL|2016-09-12
G,MN122196|AS201700103|turdus_merula|NL|2017-07-19
G,MN122203|AS201700127|turdus_merula|NL|2017-07-30
G,MN122215|AS201800038|turdus_merula|NL|2017-09-11
G,MN122198|AS201700109|turdus_merula|NL|2017-07-25
G,OP555957|NA|turdus_merula|BE|2017-07-24
G,KY263624|NA|turdus_merula|BE|2016-10
G,NA|20TV2299|turdus_merula|NL|2020-08-29
G,MT580899|NA|strix_nebulosa|DE|2018
G,MN122229|AS201800097|turdus_merula|NL|2018-08-03
G,KJ438754|NA|turdus_merula|DE|2012-09-18
G,KJ438763|NA|turdus_merula|DE|2012-07-17
G,KY426768|NA|turdus_merula|DE|2016-10-12
G,KJ438737|NA|culex_sp|DE|2011-08-21
G,KJ438738|NA|turdus_merula|DE|2011-09-16
G,KY426759|NA|turdus_merula|DE|2016-09-12
G,KJ438739|NA|turdus_merula|DE|2013-09-10
G,KJ438756|NA|turdus_merula|DE|2011-09-26
G,KJ438705|NA|culex_pipiens|DE|2010-07-14
G,KJ859683|BAT2USUTU-BNI|pipistrellus_pipistrellus|DE|2013-10-05
G,KJ859682|BAT1USUTU-BNI|pipistrellus_pipistrellus|DE|2013-09-21
G,KJ438744|NA|turdus_merula|DE|2012-06-23
G,KJ438749|NA|turdus_merula|DE|2012-07-18
G,KJ438762|NA|turdus_merula|DE|2011-09-18
G,KJ438764|NA|turdus_merula|DE|2012-07-17
G,KJ438729|NA|turdus_merula|DE|2012-07-18
G,KX601691|USUV-HautRhin7316/France/2015|turdus_merula|FR|2015-08-05
G,KJ438766|NA|turdus_merula|DE|2012-09-19
G,KJ438742|NA|turdus_merula|DE|2013-09-23
G,KJ438757|NA|turdus_merula|DE|2013-08-26
G,KJ438758|NA|turdus_merula|DE|2013-08-13
G,KX601690|USUV-HautRhin7315/France/2015|turdus_merula|FR|2015-08-10
G,MN122170|AS201600197|turdus_merula|NL|2016-10-11
G,KJ438736|NA|culex_sp|DE|2012-09-01
G,KY426753|NA|turdus_merula|DE|2015-08-18
G,KJ438746|NA|turdus_merula|DE|2011-09-27
G,KJ438730|NA|turdus_merula|DE|2011-09-14
G,KJ438761|NA|turdus_merula|DE|2011-09-15
G,KJ438708|NA|culex_pipiens|DE|2011-08-08
G,KJ438750|NA|turdus_merula|DE|2011-09-14
G,KJ438751|NA|turdus_merula|DE|2011-09-15
G,KJ438741|NA|turdus_merula|DE|2013-08-26
G,KJ438747|NA|turdus_merula|DE|2012-07-17
G,KJ438752|NA|turdus_merula|DE|2011-09-15
G,KJ438748|NA|turdus_merula|DE|2012-07-23
G,KY426766|NA|turdus_merula|DE|2016-10-11
G,MK230892|Richelle/2017|turdus_merula|BE|2017-08
G,KJ438765|NA|turdus_merula|DE|2011-09-15
G,MN122172|AS201600221|turdus_merula|NL|2016-09-22
G,MN122179|AS201600268|turdus_merula|NL|2016-09-30
G,KJ438759|NA|turdus_merula|DE|2011-09-28
G,KJ438753|NA|turdus_merula|DE|2011-09-16
G,KJ438745|NA|turdus_merula|DE|2011-09-16
G,KJ438760|NA|turdus_merula|DE|2011-09-16
H,NA|AS201700147|branta_ruficollis|NL|2017-08-14
H,MN122166|AS201600133|turdus_merula|NL|2016-09-23
H,NA|AS20190530|turdus_merula|NL|2019-08-19
H,NA|AS20221798|turdus_merula|NL|2022-08-30
H,MK796168|AS201600070|strix_nebulosa|NL|2016-09-13
H,MN122213|AS201700248|turdus_merula|NL|2017-09-20
H,KY315178|Gracula_religiosa/U1609393/Belgium/2016|gracula_religiosa|BE|2016-10-03
H,MT133690|UV/BlackBird/Sweden/SVA190801SZ0368/VLT001567/2019|turdus_merula|SE|2019-08-01
H,MN122190|AS201700080|turdus_merula|NL|2017-07-05
H,KJ438768|NA|culex_sp|DE|2013-08-22
H,KJ438775|NA|turdus_merula|DE|2011-09-16
H,KJ438778|NA|turdus_merula|DE|2011-09-19
H,KJ438767|NA|culex_sp|DE|2011-09-08
H,KY426770|NA|turdus_merula|DE|2016-09-20
H,KY426769|NA|turdus_merula|DE|2016-09-20
H,KJ438769|NA|turdus_merula|DE|2011-09-15
H,KJ438779|NA|turdus_merula|DE|2012-07-12
H,KJ438773|NA|turdus_merula|DE|2011-09-29
H,KJ438774|NA|turdus_merula|DE|2012-09-04
H,KJ438776|NA|turdus_merula|DE|2011-09-14
H,KJ438777|NA|turdus_merula|DE|2011-09-14
H,KJ438771|NA|turdus_merula|DE|2013-05-05
H,KY426762|NA|turdus_merula|DE|2016-09-26
H,KY199558|NA|turdus_merula|DE|2016
H,OP555956|NA|strix_nebulosa|BE|2017-07-10
H,KJ438770|NA|turdus_merula|DE|2011-09-15
H,KY426751|NA|turdus_pilaris|DE|2015-09-01
I,NA|20VIR5077|turdus_merula|IT|2020-08-21
I,NA|23VIR9300|turdus_merula|IT|2023-10-01
I,NA|23pool2067_23RS1943-143|culex_pipiens|IT|2023-08-24
I,OR921100|2023TE1837011|culex_pipiens|IT|2023-09-08
I,OR921096|2023TE1822511|turdus_merula|IT|2023-09-07
I,NA|23pool1901_23RS1909-300|culex_pipiens|IT|2023-08-16
I,NA|22VIR7086-3|turdus_merula|IT|2022-07-18
I,NA|23VIR8708|columbidae_sp|IT|2023-09-01
I,OR921101|2023TE1838411|culex_pipiens|IT|2023-09-08
I,OR757488|1572124|culex_pipiens|IT|2023-07-06
I,PP104389|TE2518712|culex_pipiens|IT|2023-09-22
I,PP104385|TE2518212|culex_pipiens|IT|2023-09-22
I,MW164765|18pool1832|culex_pipiens|IT|2018-08-28
I,MW164742|18pool1264|culex_pipiens|IT|2018-07-19
I,MW164739|18pool1261|culex_pipiens|IT|2018-07-19
I,MW164717|17pool1609|culex_pipiens|IT|2017-08-16
I,MT784898|NA|turdus_iliacus|IT|2017
I,MW164681|14pool1703|culex_pipiens|IT|2014-09-23
I,MW164686|15pool1335|culex_pipiens|IT|2015-08-03
I,MW164691|15pool1751|culex_pipiens|IT|2015-09-02
I,MW164694|15VIR4781-31|turdus_iliacus|IT|2015-09-15
I,MW164743|18pool1267|culex_pipiens|IT|2018-07-19
I,MW164731|18pool1018|culex_pipiens|IT|2018-07-10
I,NA|23pool1280_23RS1633-583|culex_pipiens|IT|2023-07-05
I,PP104390|TE2518812|columbidae_sp|IT|2023-08-25
I,NA|23VIR8795|turdus_merula|IT|2023-08-23
I,NA|23pool2138_23RS2497-1|culex_pipiens|IT|2023-11-13
I,OP734256|NA|culex_pipiens|IT|2022-07-29
I,MW164690|15pool1564|culex_pipiens|IT|2015-08-17
I,MW164729|17VIR8655-3|larus_michahellis|IT|2017-09-18
I,MW164748|18pool1442|culex_pipiens|IT|2018-07-31
I,MW164703|16pool2117|culex_pipiens|IT|2016-08-16
I,MW164734|18pool1141|culex_pipiens|IT|2018-07-17
I,MW164716|17pool1544|culex_pipiens|IT|2017-08-07
I,MW164754|18pool1556|culex_pipiens|IT|2018-08-07
I,MW164746|18pool1405|culex_pipiens|IT|2018-07-26
I,OP734248|NA|culex_pipiens|IT|2022-07-29
I,MW164747|18pool1430|culex_pipiens|IT|2018-07-31
I,MW164715|17pool1525|culex_pipiens|IT|2017-08-07
I,MW164709|17pool1191|culex_pipiens|IT|2017-07-17
I,MW164760|18pool1660|culex_pipiens|IT|2018-08-14
I,OP734246|NA|culex_pipiens|IT|2022-07-29
I,MW164761|18pool1662|culex_pipiens|IT|2018-08-14
I,MW164697|16pool1634|culex_pipiens|IT|2016-07-20
I,MW164727|17VIR7761-4|sturnus_vulgaris|IT|2017-09-01
I,MW164722|17pool1671|culex_pipiens|IT|2017-08-16
I,MW164728|17VIR7838-4|turdus_merula|IT|2017-08-30
I,MW164770|18VIR7808-6|ciconia_ciconia|IT|2018-09-07
I,MW164687|15pool1419|culex_pipiens|IT|2015-08-05
I,NA|20VIR4951|serinus_canaria|IT|2020-08-19
I,MW164769|18pool948|culex_pipiens|IT|2018-07-06
I,MW164757|18pool1614|culex_pipiens|IT|2018-08-09
I,MW164662|13pool5744|culex_pipiens|IT|2013-08-13
I,MF991886|BD1/17-AT|homo_sapiens|AT|2017-07-24
I,NA|22VIR8404-2|turdus_merula|IT|2022-09-01
I,PV501209|373|culex_sp|HU|2024-08-16
I,MF063043|HU-47540/16|turdus_merula|HU|2016-09-26
I,PV541149|7096_2024|homo_sapiens|HU|2024-08-07
I,PV501208|296|culex_sp|HU|2024-08-02
I,PV501211|412|culex_sp|HU|2024-08-07
I,PV501210|406|culex_sp|HU|2024-08-24
I,PV501212|416|culex_sp|HU|2024-07-31
I,NA|USUV-GR1439/2024|homo_sapiens|EL|2024-09-16
I,PV523802|9731|homo_sapiens|HU|2024-10-12
I,MF063042|AT-N211/16|turdus_merula|AT|2016-09-29
I,NA|20VIR4811|serinus_canaria|IT|2020-08-10
I,MW164753|18pool1523|culex_pipiens|IT|2018-08-02
I,MW164707|16pool2571|culex_pipiens|IT|2016-09-14
I,MW164719|17pool1647|culex_pipiens|IT|2017-08-16
I,MW164758|18pool1617|culex_pipiens|IT|2018-08-09
I,MW164745|18pool1398|culex_pipiens|IT|2018-07-26
I,MW164764|18pool1795|culex_pipiens|IT|2018-08-23
I,MW164708|17pool103G|culex_pipiens|IT|2017-08-30
I,MW164771|18VIR7859-4|turdus_merula|IT|2018-09-07
I,MW164714|17pool1493|culex_pipiens|IT|2017-08-02
I,MW164685|15pool1187|culex_pipiens|IT|2015-07-22
I,MW164711|17pool1252|culex_pipiens|IT|2017-07-19
I,MW164736|18pool1219|culex_pipiens|IT|2018-07-17
I,MW164733|18pool1124|culex_pipiens|IT|2018-07-12
I,MW164724|17pool1709|culex_pipiens|IT|2017-08-17
I,MW164676|14pool1478|culex_pipiens|IT|2014-09-02
I,MW164741|18pool1263|culex_pipiens|IT|2018-07-19
I,MW164652|12pool2628|culex_pipiens|IT|2012-09-05
I,MW164671|14pool1366|culex_pipiens|IT|2014-08-20
I,MW164673|14pool1394|culex_pipiens|IT|2014-08-26
I,MW164682|14pool857|culex_pipiens|IT|2014-07-22
I,MW164641|12pool1898|culex_pipiens|IT|2012-07-24
I,MW164670|13pool6472|culex_pipiens|IT|2013-09-05
I,MW164679|14pool1511|culex_pipiens|IT|2014-09-03
I,MW164663|13pool5778|culex_pipiens|IT|2013-08-13
I,MW164668|13pool6465|culex_pipiens|IT|2013-09-05
I,MW164640|11pool2444|culex_pipiens|IT|2011-09-21
I,KX816648|220921-2/2011|culex_pipiens|IT|2011-09
I,PP104383|TE2518012|culex_pipiens|IT|2023-08-02
I,OP734260|NA|culex_pipiens|IT|2022-07-08
I,OR757491|17404212|laridae_sp|IT|2023-07-20
I,ON032482|ITA2021_304421|larus_michahellis|IT|2021-09-08
I,OR757492|17404213|culex_pipiens|IT|2023-07-24
I,OR921093|2023TE1639111|culex_pipiens|IT|2023-08-11
I,OR757494|17404220|turdus_merula|IT|2023-07-24
I,PP104387|TE2518512|sturnus_vulgaris|IT|2023-09-13
I,PP104388|TE2518612|turdus_merula|IT|2023-09-22
I,OP734249|NA|culex_pipiens|IT|2022-08-01
I,MT784899|NA|turdus_merula|IT|2017
I,ON813236|305920/2021|culex_pipiens|IT|2021
I,MW164721|17pool1664|culex_pipiens|IT|2017-08-16
I,NA|23VIR9292|turdus_merula|IT|2023-10-01
I,OR757496|1740423|NA|IT|2023-07-15
I,OP734254|NA|NA|IT|2022-08-08
I,OR757495|1740422|culex_pipiens|IT|2023-07-18
I,OR921102|2023TE1908911|culex_pipiens|IT|2023-09-15
I,OR921105|2023TE1839111|phoenicurus_phoenicurus|IT|2023-09-08
I,OP734253|NA|culex_pipiens|IT|2022-08-05
I,OP734261|NA|culex_pipiens|IT|2022-07-08
I,OR921103|2023TE1683411|culex_pipiens|IT|2023-08-11
I,PP104384|TE2518112|culex_pipiens|IT|2023-09-22
I,OR921095|2023TE1639211|culex_pipiens|IT|2023-08-11
I,ON032480|ITA2021_305818|turdus_merula|IT|2021-09-30
I,ON032486|ITA2021_310782|turdus_merula|IT|2021
I,ON032483|ITA2021_301597|turdus_merula|IT|2021-08-19
I,ON032484|ITA2021_305812|columba_palumbus|IT|2021-09-10
I,ON032474|ITA2020_115108|culex_pipiens|IT|2020
I,ON032476|ITA2020_155885|turdus_merula|IT|2020
I,OP734259|NA|culex_pipiens|IT|2022-07-25
I,ON032485|ITA2021_302331|turdus_merula|IT|2021
I,OP734245|NA|culex_pipiens|IT|2022-07-01
I,OR921099|2023TE1908111|turdus_merula|IT|2023-09-15
I,PP104386|TE2518312|culex_pipiens|IT|2023-09-08
I,OR921098|2023TE1683511|columba_palumbus|IT|2023-08-23
I,MW164738|18pool1258|culex_pipiens|IT|2018-07-19
I,OP734255|NA|culex_pipiens|IT|2022-07-27
I,OR757497|1740425|culex_pipiens|IT|2023-07-16
I,OP734251|NA|culex_pipiens|IT|2022-08-01
I,OP734252|NA|culex_pipiens|IT|2022-08-01
I,OP734258|NA|culex_pipiens|IT|2022-07-27
I,KU573070|216606/2013|culex_pipiens|IT|2013
I,OR757493|17404216|culex_pipiens|IT|2023-07-15
I,ON032477|ITA2018_17495|turdus_merula|IT|2018-08-17
I,KX816647|208576-8/2011|culex_pipiens|IT|2011-08
I,MW164660|13pool5678|culex_pipiens|IT|2013-08-08
I,MW164664|13pool5827|culex_pipiens|IT|2013-08-13
I,KU573074|245735-8/2013|culex_pipiens|IT|2013
I,KX816651|211204-8/2012|culex_pipiens|IT|2012-08
I,KU573075|201602-24/2014|culex_pipiens|IT|2014
I,KX816650|211984-4/2012|culex_pipiens|IT|2012-08
I,KX816652|211204-7/2012|culex_pipiens|IT|2012-08
I,HM569263|NA|homo_sapiens|IT|2009-09-24
I,ON032479|ITA2010_12543|turdus_merula|IT|2010
I,KX555625|NA|turdus_merula|IT|2010
I,KX555627|NA|turdus_merula|IT|2010
I,KX555628|NA|turdus_merula|IT|2010
J,MW164637|11pool1989|culex_pipiens|IT|2011-08-23
J,JF266698|NA|turdus_merula|IT|2009
J,MW164638|11pool2109|culex_pipiens|IT|2011-08-24
J,MW164650|12pool2586|culex_pipiens|IT|2012-08-23
J,MW164667|13pool6009|culex_pipiens|IT|2013-08-21
J,MW164656|12VIR6787-11|alauda_arvensis|IT|2012-09-03
J,MW164646|12pool2249|culex_pipiens|IT|2012-08-07
J,MW164659|13pool5600|culex_pipiens|IT|2013-08-07
J,MW164649|12pool2412|culex_pipiens|IT|2012-08-22
J,MW164674|14pool1419|culex_pipiens|IT|2014-08-26
J,MW164698|16pool1777|culex_pipiens|IT|2016-07-25
J,MW164695|15VIR4781-42|turdus_merula|IT|2015-09-15
J,MW164705|16pool2336|culex_pipiens|IT|2016-08-29
J,MW164689|15pool1503|culex_pipiens|IT|2015-08-10
J,MW164702|16pool2106|culex_pipiens|IT|2016-08-16
J,MW164657|12VIR6787-9|alauda_arvensis|IT|2012-09-03
J,MW164647|12pool2262|culex_pipiens|IT|2012-08-07
J,MW164677|14pool1489|culex_pipiens|IT|2014-09-02
J,MW164651|12pool2626|culex_pipiens|IT|2012-09-05
J,MW164666|13pool5999|culex_pipiens|IT|2013-08-21
K,JQ219843|NA|cyanistes_caeruleus|AT|2002-08-29
K,AY453411|NA|NA|AT|2001
K,EF206350|Budapest|turdus_merula|HU|2005
K,MG888044|NA|culex_pipiens|RS|2014-08
